Date,High_BioNTech,Low_BioNTech,Open_BioNTech,Close_BioNTech,Volume_BioNTech,Adj Close_BioNTech,High_Moderna,Low_Moderna,Open_Moderna,Close_Moderna,Volume_Moderna,Adj Close_Moderna,High_Johnson & Johnson,Low_Johnson & Johnson,Open_Johnson & Johnson,Close_Johnson & Johnson,Volume_Johnson & Johnson,Adj Close_Johnson & Johnson,High_Inovio Pharmaceuticals,Low_Inovio Pharmaceuticals,Open_Inovio Pharmaceuticals,Close_Inovio Pharmaceuticals,Volume_Inovio Pharmaceuticals,Adj Close_Inovio Pharmaceuticals,High_Sinovac,Low_Sinovac,Open_Sinovac,Close_Sinovac,Volume_Sinovac,Adj Close_Sinovac,High_Sinopharm,Low_Sinopharm,Open_Sinopharm,Close_Sinopharm,Volume_Sinopharm,Adj Close_Sinopharm,High_Novavax,Low_Novavax,Open_Novavax,Close_Novavax,Volume_Novavax,Adj Close_Novavax,High_Astrazeneca,Low_Astrazeneca,Open_Astrazeneca,Close_Astrazeneca,Volume_Astrazeneca,Adj Close_Astrazeneca
2019-10-24,20,17.1100006103516,18.7299995422363,18.8500003814697,269200,18.8500003814697,17.0300006866455,16.0499992370605,16.9200000762939,16.5900001525879,1112100,16.5900001525879,130.580001831055,126.099998474121,130.419998168945,127.5,12111600,121.028785705566,2.36999988555908,2.26999998092651,2.33999991416931,2.29999995231628,274400,2.29999995231628,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0,3.04242300987244,4.40000009536743,4.21999979019165,4.30999994277954,4.26999998092651,266400,4.26999998092651,47.310001373291,46.3600006103516,46.4799995422363,47.25,6002800,44.7097854614258
2019-10-25,18.5,16.75,18.5,17.5699996948242,231500,17.5699996948242,17.1000003814697,16.4300003051758,16.7299995422363,17.0100002288818,737000,17.0100002288818,129.100006103516,127.309997558594,127.830001831055,128.350006103516,6947300,121.835632324219,2.40000009536743,2.29999995231628,2.34999990463257,2.36999988555908,516100,2.36999988555908,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0,3.04242300987244,4.5,4.26999998092651,4.26999998092651,4.46999979019165,381700,4.46999979019165,47.7200012207031,47.1100006103516,47.4199981689453,47.6699981689453,2669400,45.1072006225586
2019-10-28,18.1800003051758,16.4599990844727,17.0799999237061,16.4599990844727,253000,16.4599990844727,17.1499996185303,16.8090000152588,17.0100002288818,17.0300006866455,652400,17.0300006866455,130,128.509994506836,128.619995117188,129.179992675781,7876300,122.623512268066,2.41000008583069,2.24000000953674,2.36999988555908,2.3199999332428,628800,2.3199999332428,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.4300000667572,3.4300000667572,3.4300000667572,3.4300000667572,300,3.21092629432678,4.76000022888184,4.40000009536743,4.5,4.6399998664856,911300,4.6399998664856,49,47.5900001525879,47.689998626709,47.75,4679800,45.1829071044922
2019-10-29,17.2849998474121,16.6299991607666,16.9200000762939,17,136700,17,17.1550006866455,16.6599998474121,16.9599990844727,16.9899997711182,751700,16.9899997711182,129.970001220703,128.559997558594,129.699996948242,129.119995117188,4506300,122.566551208496,2.39000010490417,2.19000005722046,2.32999992370605,2.20000004768372,591500,2.20000004768372,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,300,3.27645540237427,4.71000003814697,4.40000009536743,4.6399998664856,4.5,578000,4.5,47.810001373291,47.1399993896484,47.4199981689453,47.5900001525879,2264200,45.0315017700195
2019-10-30,17.1900005340576,16.4300003051758,17,16.7900009155273,94100,16.7900009155273,17.2399997711182,16.5200004577637,16.9500007629395,17.1399993896484,958700,17.1399993896484,133.529998779297,131.729995727539,133.300003051758,132.839996337891,9627600,126.097770690918,2.21000003814697,2.13000011444092,2.20000004768372,2.19000005722046,443900,2.19000005722046,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0,3.27645540237427,4.57000017166138,4.30000019073486,4.51999998092651,4.42000007629395,417600,4.42000007629395,49.0499992370606,48.2200012207031,48.4700012207031,49.0200004577637,3751100,46.3846244812012
2019-10-31,16.8199996948242,16.3899993896484,16.7999992370605,16.8199996948242,63900,16.8199996948242,17.1499996185303,16.4899997711182,17.0300006866455,16.75,1007300,16.75,132.839996337891,130.889999389648,132.380004882813,132.039993286133,7686700,125.338340759277,2.19000005722046,2.08999991416931,2.19000005722046,2.13000011444092,726700,2.13000011444092,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0,3.27645540237427,4.3600001335144,4.09999990463257,4.3600001335144,4.17000007629395,752300,4.17000007629395,49.060001373291,48.2299995422363,48.3699989318848,49.0299987792969,5668200,46.3940887451172
2019-11-01,16.7999992370605,16.1200008392334,16.7999992370605,16.5200004577637,82900,16.5200004577637,16.8939990997314,15.5200004577637,16.7999992370605,15.6599998474121,1600600,15.6599998474121,133,131.139999389648,132.050003051758,131.199996948242,5541800,124.540977478027,2.28999996185303,2.11999988555908,2.13000011444092,2.27999997138977,764700,2.27999997138977,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0,3.27645540237427,4.38000011444092,4.15000009536743,4.17000007629395,4.30999994277954,380000,4.30999994277954,49.2200012207031,48.2700004577637,49.2099990844727,48.3899993896484,2804100,45.7884979248047
2019-11-04,19.6800003051758,17.0499992370605,17.0499992370605,18.9699993133545,206800,18.9699993133545,16.7999992370605,15.8299999237061,15.8999996185303,16.7999992370605,1330000,16.7999992370605,131.949996948242,130.089996337891,131.800003051758,130.229995727539,6140300,123.620208740234,2.45000004768372,2.27999997138977,2.28999996185303,2.38000011444092,729900,2.38000011444092,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.5,3.5,3.5,3.5,0,3.27645540237427,4.71000003814697,4.40000009536743,4.46000003814697,4.61999988555908,1053800,4.61999988555908,48.5499992370606,48.0499992370605,48.5200004577637,48.1100006103516,2324000,45.523551940918
2019-11-05,20.3899993896484,18.2299995422363,20.3899993896484,18.4799995422363,97900,18.4799995422363,17.7199993133545,16.7099990844727,16.9400005340576,16.8899993896484,1741300,16.8899993896484,131.470001220703,129.679992675781,130.529998779297,130.419998168945,6257300,123.800590515137,2.84999990463257,2.45000004768372,2.8199999332428,2.52999997138977,3500500,2.52999997138977,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.49000000953674,3.49000000953674,3.49000000953674,3.49000000953674,2500,3.26709413528442,4.71000003814697,4.42999982833862,4.65000009536743,4.46000003814697,896600,4.46000003814697,47.7700004577637,47.0800018310547,47.7000007629395,47.2000007629395,3638300,44.6624717712402
2019-11-06,18.6599998474121,17.0300006866455,18.3899993896484,17.3799991607666,88100,17.3799991607666,17.4899997711182,16.0499992370605,16.8299999237061,16.1299991607666,1575400,16.1299991607666,131.479995727539,129.699996948242,130.419998168945,130.960006713867,5450000,124.313179016113,2.54999995231628,2.45000004768372,2.54999995231628,2.50999999046326,935600,2.50999999046326,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.49000000953674,3.49000000953674,3.49000000953674,3.49000000953674,0,3.26709413528442,4.55999994277954,4.40000009536743,4.44999980926514,4.42000007629395,407300,4.42000007629395,47.4500007629395,47.1399993896484,47.189998626709,47.3400001525879,4024500,44.7949447631836
2019-11-07,18.5799999237061,17.3600006103516,17.3600006103516,18.4200000762939,47700,18.4200000762939,17.6079998016357,16.2800006866455,16.3299999237061,17.5,2043600,17.5,132.380004882813,131.009994506836,131.729995727539,131.429992675781,5873700,124.759300231934,2.64000010490417,2.45000004768372,2.50999999046326,2.57999992370605,990400,2.57999992370605,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.65000009536743,3.61999988555908,3.65000009536743,3.61999988555908,4500,3.38879084587097,4.57999992370606,4.32000017166138,4.44000005722046,4.5,432600,4.5,47.1300010681152,46.7200012207031,47.0999984741211,46.7999992370605,3143500,44.2839813232422
2019-11-08,19.1399993896484,18.3500003814697,18.3500003814697,18.8700008392334,78100,18.8700008392334,17.5,17.1100006103516,17.25,17.4899997711182,973600,17.4899997711182,133.039993286133,130.970001220703,131.300003051758,133,5003000,126.249626159668,2.60999989509583,2.46000003814697,2.53999996185303,2.51999998092651,700600,2.51999998092651,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.61999988555908,3.61999988555908,3.61999988555908,3.61999988555908,0,3.38879084587097,4.84999990463257,4.34999990463257,4.6399998664856,4.59000015258789,858200,4.59000015258789,47.6300010681152,46.310001373291,46.5200004577637,47.2599983215332,5334000,44.7192420959473
2019-11-11,19.9799995422363,19.0400009155273,19.3600006103516,19.7399997711182,148100,19.7399997711182,17.5200004577637,17.2000007629395,17.3299999237061,17.3999996185303,941900,17.3999996185303,132.520004272461,131.330001831055,132.270004272461,131.979995727539,4371400,125.281410217285,2.5,2.41000008583069,2.48000001907349,2.45000004768372,808700,2.45000004768372,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,1000,3.31390047073364,4.63000011444092,4.26000022888184,4.63000011444092,4.34999990463257,634900,4.34999990463257,46.9799995422363,46.3899993896484,46.4000015258789,46.8800010681152,1957300,44.3596725463867
2019-11-12,19.7099990844727,17.0699996948242,19.5,17.6399993896484,228200,17.6399993896484,18.1000003814697,17.30299949646,17.3400001525879,17.9899997711182,1978300,17.9899997711182,132.089996337891,131.020004272461,132,131.350006103516,5228700,124.683364868164,2.53999996185303,2.35999989509583,2.42000007629395,2.44000005722046,599200,2.44000005722046,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,4.32999992370606,4.09999990463257,4.30999994277954,4.1399998664856,785700,4.1399998664856,47.2799987792969,46.9300003051758,46.9799995422363,47.0800018310547,2533500,44.5489234924316
2019-11-13,18.9200000762939,17.7999992370605,17.7999992370605,18.5499992370605,55700,18.5499992370605,18.5,17.7099990844727,18,18.25,2014800,18.25,131.490005493164,130.720001220703,131.039993286133,131.270004272461,5885400,124.607444763184,2.39000010490417,2.20000004768372,2.39000010490417,2.30999994277954,1203100,2.30999994277954,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,100,3.31390047073364,4.19999980926514,4.01999998092651,4.19999980926514,4.19000005722046,703300,4.19000005722046,47.9700012207031,47.4500007629395,47.5800018310547,47.8199996948242,2009400,45.2491416931152
2019-11-14,19.3700008392334,18.6469993591309,18.8600006103516,19,61800,19,18.5,17.9099998474121,18.1599998474121,18.3400001525879,1532500,18.3400001525879,131.360000610352,130.139999389648,131.029998779297,130.960006713867,4217500,124.313179016113,2.3199999332428,2.19000005722046,2.29999995231628,2.20000004768372,703400,2.20000004768372,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,4.34999990463257,4.09000015258789,4.19000005722046,4.21999979019165,447200,4.21999979019165,47.5099983215332,47.1100006103516,47.4500007629395,47.3699989318848,1498700,44.8233337402344
2019-11-15,19.7999992370605,19.0200004577637,19.1000003814697,19.2399997711182,65600,19.2399997711182,19.4300003051758,18.3500003814697,18.3899993896484,19.3700008392334,1880000,19.3700008392334,134.970001220703,130.779998779297,131.25,134.940002441406,10495100,128.091201782227,2.39000010490417,2.20000004768372,2.25,2.34999990463257,785600,2.34999990463257,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,4.26000022888184,4.03000020980835,4.26000022888184,4.1100001335144,665100,4.1100001335144,47.5299987792969,46.810001373291,46.8300018310547,47.439998626709,2267000,44.8895721435547
2019-11-18,20.5,19.1499996185303,19.1499996185303,19.7000007629395,120000,19.7000007629395,19.4500007629395,18.6700000762939,19.2099990844727,19.4500007629395,920600,19.4500007629395,135.690002441406,132.660003662109,134.220001220703,134.830001831055,9291800,127.986740112305,2.38000011444092,2.25,2.36999988555908,2.27999997138977,448900,2.27999997138977,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,4.1100001335144,3.79999995231628,4.09999990463257,3.82999992370605,1003200,3.82999992370605,48.1500015258789,47.7799987792969,47.9900016784668,47.939998626709,1860500,45.3626861572266
2019-11-19,20.6900005340576,19.5,19.6399993896484,20.3299999237061,99200,20.3299999237061,19.8700008392334,19.0820007324219,19.2700004577637,19.3600006103516,1144700,19.3600006103516,135.190002441406,134.210006713867,135,134.820007324219,5192200,127.977233886719,2.52999997138977,2.26999998092651,2.26999998092651,2.36999988555908,737600,2.36999988555908,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,3.95000004768372,3.70000004768372,3.86999988555908,3.75,700200,3.75,48.0299987792969,47.5299987792969,48.0200004577637,47.6699981689453,2105200,45.1072006225586
2019-11-20,21.6700000762939,19.9799995422363,20,20.3500003814697,160300,20.3500003814697,20.3999996185303,19.3500003814697,19.3799991607666,20.1800003051758,2316500,20.1800003051758,136.339996337891,134.070007324219,135.110000610352,135.940002441406,7594400,129.040420532227,2.5,2.36999988555908,2.36999988555908,2.45000004768372,874600,2.45000004768372,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,3.80999994277954,3.69000005722046,3.77999997138977,3.69000005722046,480700,3.69000005722046,47.3600006103516,46.9199981689453,47.1199989318848,47.0099983215332,2265900,44.4826850891113
2019-11-21,22,18.6000003814697,20.7999992370605,19.6800003051758,190000,19.6800003051758,20.3199996948242,19.6900005340576,19.9799995422363,20.2000007629395,1202500,20.2000007629395,136.850006103516,135,135.940002441406,136.440002441406,6424900,129.515045166016,2.51999998092651,2.40000009536743,2.48000001907349,2.5,961000,2.5,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,3.90000009536743,3.53999996185303,3.70000004768372,3.80999994277954,512400,3.80999994277954,47.8699989318848,46.6699981689453,46.7700004577637,47.6100006103516,2394800,45.0504302978516
2019-11-22,21.9799995422363,20,20,21.3299999237061,89900,21.3299999237061,20.7299995422363,19.8600006103516,20.0699996948242,20.6900005340576,1443300,20.6900005340576,138.630004882813,136.5,136.649993896484,138.070007324219,9235800,131.062301635742,2.52999997138977,2.45000004768372,2.5,2.5,495600,2.5,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,3.83999991416931,3.71000003814697,3.80999994277954,3.75999999046326,342600,3.75999999046326,48.3899993896484,47.810001373291,48.310001373291,47.9700012207031,2008700,45.3910789489746
2019-11-25,23.3999996185303,20.3799991607666,22.5499992370605,20.75,188900,20.75,21,19.9500007629395,20.8999996185303,20,1926900,20,137.649993896484,136.240005493164,137.059997558594,137.179992675781,6111900,131.119644165039,2.65000009536743,2.50999999046326,2.50999999046326,2.60999989509583,1065900,2.60999989509583,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.53999996185303,3.53999996185303,3.53999996185303,3.53999996185303,0,3.31390047073364,3.86999988555908,3.74000000953674,3.8199999332428,3.77999997138977,581700,3.77999997138977,48.9300003051758,48.5999984741211,48.7799987792969,48.7700004577637,2647000,46.1480674743652
2019-11-26,21.4500007629395,20.4899997711182,21.0300006866455,21.3600006103516,89300,21.3600006103516,20.6499996185303,19.8199996948242,20.0370006561279,20.3299999237061,1549400,20.3299999237061,137.339996337891,135.149993896484,136.470001220703,137.169998168945,10636500,131.110092163086,2.70000004768372,2.50999999046326,2.60999989509583,2.51999998092651,1800100,2.51999998092651,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.33999991416931,3.33999991416931,3.33999991416931,3.33999991416931,2100,3.12667441368103,3.82999992370605,3.70000004768372,3.82999992370605,3.75,870500,3.75,48.8300018310547,48.6199989318848,48.7299995422363,48.7599983215332,1613200,46.1386032104492
2019-11-27,21.9799995422363,21.1650009155273,21.9200000762939,21.8799991607666,29700,21.8799991607666,20.7000007629395,19.9899997711182,20.2800006866455,20.3700008392334,1561200,20.3700008392334,138.25,136.899993896484,137.160003662109,137.75,5523000,131.664489746094,2.63000011444092,2.51999998092651,2.51999998092651,2.58999991416931,830000,2.58999991416931,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.33999991416931,3.33999991416931,3.33999991416931,3.33999991416931,0,3.12667441368103,4.15000009536743,3.88000011444092,4,3.94000005722046,1666500,3.94000005722046,49,48.4500007629395,48.4599990844727,48.7700004577637,3655300,46.1480674743652
2019-11-29,23.2150001525879,21.8500003814697,22,21.9799995422363,57000,21.9799995422363,20.9300003051758,20.2800006866455,20.6000003814697,20.3600006103516,1186700,20.3600006103516,138.270004272461,136.940002441406,137.600006103516,137.490005493164,3278900,131.415969848633,2.61999988555908,2.49000000953674,2.5,2.51999998092651,607900,2.51999998092651,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.27999997138977,3.23000001907349,3.23000001907349,3.27999997138977,2300,3.07050681114197,5,4.05999994277954,4.05999994277954,4.84999990463257,3692700,4.84999990463257,48.6100006103516,48.3499984741211,48.3499984741211,48.4799995422363,1445300,45.8736572265625
2019-12-02,23.1299991607666,21.0900001525879,22.6599998474121,21.8700008392334,106500,21.8700008392334,20.5400009155273,19.6000003814697,20.2999992370605,19.7600002288818,1184000,19.7600002288818,137.850006103516,136.850006103516,137.720001220703,137.360000610352,4717100,131.291717529297,2.5699999332428,2.41000008583069,2.51999998092651,2.50999999046326,782200,2.50999999046326,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.27999997138977,3.27999997138977,3.27999997138977,3.27999997138977,0,3.07050681114197,5.6399998664856,4.94999980926514,5.1399998664856,5.21999979019165,4553500,5.21999979019165,48.6800003051758,47.9099998474121,48.6699981689453,48.3800010681152,8550200,45.7790336608887
2019-12-03,23.1499996185303,20.7199993133545,22.0499992370605,20.7700004577637,88400,20.7700004577637,21.3700008392334,19.4099998474121,19.4799995422363,21.2800006866455,1795200,21.2800006866455,137.449996948242,136.160003662109,136.910003662109,137.160003662109,5741400,131.100555419922,2.57999992370605,2.4300000667572,2.4300000667572,2.54999995231628,577700,2.54999995231628,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.27999997138977,3.27999997138977,3.27999997138977,3.27999997138977,0,3.07050681114197,5.11999988555908,4.65000009536743,5.11999988555908,4.76999998092651,2263500,4.76999998092651,47.9700012207031,47.5,47.5400009155274,47.8899993896484,3058500,45.3153762817383
2019-12-04,22.9599990844727,21.0499992370605,21.4899997711182,21.3700008392334,146500,21.3700008392334,21.4699993133545,20.9330005645752,21,21.2700004577637,1980100,21.2700004577637,139.740005493164,138.039993286133,138.5,139.380004882813,7257300,133.222457885742,2.61999988555908,2.45000004768372,2.58999991416931,2.47000002861023,800400,2.47000002861023,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.27999997138977,3.27999997138977,3.27999997138977,3.27999997138977,0,3.07050681114197,4.8899998664856,4.5,4.80999994277954,4.88000011444092,1113400,4.88000011444092,48.2400016784668,47.6300010681152,47.7099990844727,48.2000007629395,4901000,45.6087112426758
